Date,Department,Admissions,Emergency_Cases,ICU_Beds_Total,ICU_Beds_Occupied,General_Beds_Total,General_Beds_Occupied,Doctors_On_Duty,Nurses_On_Duty,Ambulances_Available,Staff_Required,Bed_Occupancy_Percentage
2023-06-11,Orthopedics,41,9,50,14,250,93,6,20,4,26,35.67
2023-06-11,Pediatrics,58,17,50,23,250,119,9,29,4,38,47.33
2023-06-11,Oncology,25,10,50,8,250,80,5,15,5,20,29.33
2023-06-12,Emergency,75,75,50,23,250,153,12,37,4,49,58.67
2023-06-12,Cardiology,44,12,50,13,250,89,7,22,4,29,34.0
2023-06-12,Neurology,30,11,50,12,250,80,5,15,4,20,30.67
2023-06-12,Orthopedics,34,10,50,12,250,80,5,17,4,22,30.67
2023-06-12,Pediatrics,47,12,50,16,250,89,7,23,4,30,35.0
2023-06-12,Oncology,24,10,50,8,250,80,5,15,5,20,29.33
2023-06-13,Emergency,72,72,50,26,250,134,12,36,4,48,53.33
2023-06-13,Cardiology,32,12,50,8,250,80,5,16,5,21,29.33
2023-06-13,Neurology,39,10,50,14,250,88,6,19,4,25,34.0
2023-06-13,Orthopedics,29,7,50,11,250,80,5,15,4,20,30.33
2023-06-13,Pediatrics,40,11,50,15,250,86,6,20,5,26,33.67
2023-06-13,Oncology,21,5,50,8,250,80,5,15,4,20,29.33
2023-06-14,Emergency,72,72,50,25,250,133,12,36,4,48,52.67
2023-06-14,Cardiology,38,13,50,13,250,80,6,19,6,25,31.0
2023-06-14,Neurology,24,2,50,12,250,80,5,15,6,20,30.67
2023-06-14,Orthopedics,29,6,50,13,250,80,5,15,5,20,31.0
2023-06-14,Pediatrics,40,13,50,14,250,80,6,20,5,26,31.33
2023-06-14,Oncology,23,9,50,9,250,80,5,15,5,20,29.67
2023-06-15,Emergency,78,78,50,28,250,155,13,39,6,52,61.0
2023-06-15,Cardiology,42,15,50,8,250,88,7,21,6,28,32.0
2023-06-15,Neurology,31,9,50,12,250,80,5,15,4,20,30.67
2023-06-15,Orthopedics,33,12,50,13,250,80,5,16,4,21,31.0
2023-06-15,Pediatrics,44,15,50,18,250,86,7,22,5,29,34.67
2023-06-15,Oncology,25,11,50,12,250,80,5,15,6,20,30.67
2023-06-16,Emergency,81,81,50,22,250,168,13,40,6,53,63.33
2023-06-16,Cardiology,45,14,50,13,250,87,7,22,6,29,33.33
2023-06-16,Neurology,27,7,50,8,250,80,5,15,6,20,29.33
2023-06-16,Orthopedics,36,8,50,8,250,80,6,18,5,24,29.33
2023-06-16,Pediatrics,44,14,50,17,250,103,7,22,5,29,40.0
2023-06-16,Oncology,35,16,50,8,250,80,5,17,5,22,29.33
2023-06-17,Emergency,80,80,50,29,250,159,13,40,6,53,62.67
2023-06-17,Cardiology,44,11,50,13,250,85,7,22,6,29,32.67
2023-06-17,Neurology,41,11,50,13,250,87,6,20,5,26,33.33
2023-06-17,Orthopedics,46,11,50,12,250,95,7,23,6,30,35.67
2023-06-17,Pediatrics,52,13,50,22,250,123,8,26,4,34,48.33
2023-06-17,Oncology,38,6,50,16,250,80,6,19,4,25,32.0
2023-06-18,Emergency,84,84,50,26,250,167,14,42,6,56,64.33
2023-06-18,Cardiology,44,16,50,15,250,109,7,22,5,29,41.33
2023-06-18,Neurology,36,13,50,8,250,80,6,18,4,24,29.33
2023-06-18,Orthopedics,48,14,50,10,250,82,8,24,4,32,30.67
2023-06-18,Pediatrics,46,15,50,18,250,88,7,23,6,30,35.33
2023-06-18,Oncology,35,8,50,13,250,80,5,17,6,22,31.0
2023-06-19,Emergency,71,71,50,26,250,143,11,35,5,46,56.33
2023-06-19,Cardiology,31,10,50,13,250,80,5,15,6,20,31.0
2023-06-19,Neurology,32,9,50,13,250,80,5,16,6,21,31.0
2023-06-19,Orthopedics,37,7,50,13,250,80,6,18,4,24,31.0
2023-06-19,Pediatrics,40,12,50,11,250,85,6,20,5,26,32.0
2023-06-19,Oncology,21,8,50,8,250,80,5,15,4,20,29.33
2023-06-20,Emergency,77,77,50,31,250,159,12,38,6,50,63.33
2023-06-20,Cardiology,31,9,50,14,250,80,5,15,5,20,31.33
2023-06-20,Neurology,16,6,50,8,250,80,5,15,5,20,29.33
2023-06-20,Orthopedics,36,9,50,16,250,80,6,18,6,24,32.0
2023-06-20,Pediatrics,41,11,50,11,250,85,6,20,5,26,32.0
2023-06-20,Oncology,28,9,50,8,250,80,5,15,4,20,29.33
2023-06-21,Emergency,72,72,50,25,250,139,12,36,6,48,54.67
2023-06-21,Cardiology,42,16,50,15,250,89,7,21,4,28,34.67
2023-06-21,Neurology,33,10,50,19,250,80,5,16,4,21,33.0
2023-06-21,Orthopedics,30,12,50,12,250,80,5,15,4,20,30.67
2023-06-21,Pediatrics,38,14,50,14,250,90,6,19,5,25,34.67
2023-06-21,Oncology,25,8,50,8,250,80,5,15,5,20,29.33
2023-06-22,Emergency,66,66,50,24,250,139,11,33,4,44,54.33
2023-06-22,Cardiology,39,11,50,18,250,86,6,19,4,25,34.67
2023-06-22,Neurology,35,13,50,11,250,80,5,17,5,22,30.33
2023-06-22,Orthopedics,29,6,50,8,250,80,5,15,5,20,29.33
2023-06-22,Pediatrics,40,9,50,14,250,80,6,20,6,26,31.33
2023-06-22,Oncology,31,10,50,8,250,80,5,15,5,20,29.33
2023-06-23,Emergency,71,71,50,24,250,133,11,35,5,46,52.33
2023-06-23,Cardiology,35,12,50,13,250,88,5,17,5,22,33.67
2023-06-23,Neurology,32,10,50,10,250,80,5,16,4,21,30.0
2023-06-23,Orthopedics,30,3,50,8,250,80,5,15,4,20,29.33
2023-06-23,Pediatrics,42,11,50,15,250,80,7,21,5,28,31.67
2023-06-23,Oncology,28,8,50,8,250,80,5,15,5,20,29.33
2023-06-24,Emergency,84,84,50,30,250,153,14,42,6,56,61.0
2023-06-24,Cardiology,39,11,50,10,250,80,6,19,5,25,30.0
2023-06-24,Neurology,35,11,50,16,250,80,5,17,6,22,32.0
2023-06-24,Orthopedics,43,13,50,15,250,88,7,21,5,28,34.33
2023-06-24,Pediatrics,48,14,50,16,250,106,8,24,6,32,40.67
2023-06-24,Oncology,32,9,50,11,250,80,5,16,4,21,30.33
2023-06-25,Emergency,82,82,50,30,250,159,13,41,5,54,63.0
2023-06-25,Cardiology,44,11,50,16,250,90,7,22,4,29,35.33
2023-06-25,Neurology,40,13,50,13,250,80,6,20,6,26,31.0
2023-06-25,Orthopedics,42,13,50,15,250,83,7,21,4,28,32.67
2023-06-25,Pediatrics,53,14,50,25,250,113,8,26,5,34,46.0
2023-06-25,Oncology,31,10,50,9,250,80,5,15,5,20,29.67
2023-06-26,Emergency,66,66,50,24,250,114,11,33,5,44,46.0
2023-06-26,Cardiology,38,10,50,11,250,80,6,19,6,25,30.33
2023-06-26,Neurology,23,7,50,8,250,80,5,15,4,20,29.33
2023-06-26,Orthopedics,31,7,50,8,250,80,5,15,5,20,29.33
2023-06-26,Pediatrics,41,11,50,11,250,82,6,20,4,26,31.0
2023-06-26,Oncology,23,10,50,10,250,80,5,15,6,20,30.0
2023-06-27,Emergency,73,73,50,25,250,146,12,36,6,48,57.0
2023-06-27,Cardiology,32,9,50,14,250,80,5,16,4,21,31.33
2023-06-27,Neurology,27,4,50,8,250,80,5,15,5,20,29.33
2023-06-27,Orthopedics,30,9,50,8,250,80,5,15,5,20,29.33
2023-06-27,Pediatrics,37,8,50,8,250,80,6,18,5,24,29.33
2023-06-27,Oncology,21,8,50,8,250,80,5,15,6,20,29.33
2023-06-28,Emergency,74,74,50,25,250,145,12,37,4,49,56.67
2023-06-28,Cardiology,33,12,50,17,250,80,5,16,4,21,32.33
2023-06-28,Neurology,20,5,50,8,250,80,5,15,6,20,29.33
2023-06-28,Orthopedics,25,10,50,8,250,80,5,15,5,20,29.33
2023-06-28,Pediatrics,36,11,50,10,250,80,6,18,5,24,30.0
2023-06-28,Oncology,15,7,50,8,250,80,5,15,5,20,29.33
2023-06-29,Emergency,68,68,50,28,250,141,11,34,4,45,56.33
2023-06-29,Cardiology,33,10,50,12,250,80,5,16,5,21,30.67
2023-06-29,Neurology,28,7,50,10,250,80,5,15,6,20,30.0
2023-06-29,Orthopedics,33,9,50,12,250,80,5,16,6,21,30.67
2023-06-29,Pediatrics,37,12,50,14,250,80,6,18,4,24,31.33
2023-06-29,Oncology,21,5,50,11,250,80,5,15,5,20,30.33
2023-06-30,Emergency,70,70,50,21,250,147,11,35,5,46,56.0
2023-06-30,Cardiology,32,11,50,12,250,80,5,16,4,21,30.67
2023-06-30,Neurology,27,8,50,8,250,80,5,15,6,20,29.33
2023-06-30,Orthopedics,20,4,50,8,250,80,5,15,4,20,29.33
2023-06-30,Pediatrics,36,6,50,11,250,91,6,18,4,24,34.0
2023-06-30,Oncology,21,7,50,8,250,80,5,15,4,20,29.33
2023-07-01,Emergency,81,81,50,29,250,164,13,40,4,53,64.33
2023-07-01,Cardiology,41,14,50,13,250,94,6,20,5,26,35.67
2023-07-01,Neurology,31,12,50,12,250,80,5,15,5,20,30.67
2023-07-01,Orthopedics,37,11,50,11,250,80,6,18,4,24,30.33
2023-07-01,Pediatrics,51,16,50,14,250,91,8,25,4,33,35.0
2023-07-01,Oncology,31,7,50,15,250,80,5,15,5,20,31.67
2023-07-02,Emergency,75,75,50,24,250,147,12,37,4,49,57.0
2023-07-02,Cardiology,47,16,50,16,250,100,7,23,4,30,38.67
2023-07-02,Neurology,39,11,50,14,250,83,6,19,5,25,32.33
2023-07-02,Orthopedics,36,9,50,11,250,80,6,18,6,24,30.33
2023-07-02,Pediatrics,42,13,50,15,250,80,7,21,5,28,31.67
2023-07-02,Oncology,29,9,50,8,250,80,5,15,6,20,29.33
2023-07-03,Emergency,71,71,50,20,250,139,11,35,6,46,53.0
2023-07-03,Cardiology,34,10,50,16,250,80,5,17,5,22,32.0
2023-07-03,Neurology,31,4,50,15,250,80,5,15,6,20,31.67
2023-07-03,Orthopedics,30,11,50,13,250,80,5,15,6,20,31.0
2023-07-03,Pediatrics,38,9,50,15,250,80,6,19,5,25,31.67
2023-07-03,Oncology,23,5,50,8,250,80,5,15,4,20,29.33
2023-07-04,Emergency,67,67,50,21,250,149,11,33,5,44,56.67
2023-07-04,Cardiology,33,9,50,12,250,80,5,16,4,21,30.67
2023-07-04,Neurology,29,9,50,8,250,80,5,15,4,20,29.33
2023-07-04,Orthopedics,28,6,50,10,250,80,5,15,4,20,30.0
2023-07-04,Pediatrics,45,12,50,20,250,81,7,22,4,29,33.67
2023-07-04,Oncology,26,7,50,9,250,80,5,15,6,20,29.67
2023-07-05,Emergency,67,67,50,19,250,119,11,33,5,44,46.0
2023-07-05,Cardiology,35,12,50,11,250,80,5,17,5,22,30.33
2023-07-05,Neurology,18,11,50,8,250,80,5,15,4,20,29.33
2023-07-05,Orthopedics,25,5,50,13,250,80,5,15,5,20,31.0
2023-07-05,Pediatrics,36,8,50,11,250,80,6,18,4,24,30.33
2023-07-05,Oncology,20,3,50,8,250,80,5,15,4,20,29.33
2023-07-06,Emergency,64,64,50,23,250,140,10,32,6,42,54.33
2023-07-06,Cardiology,31,8,50,8,250,80,5,15,6,20,29.33
2023-07-06,Neurology,28,6,50,15,250,80,5,15,4,20,31.67
2023-07-06,Orthopedics,24,5,50,13,250,80,5,15,5,20,31.0
2023-07-06,Pediatrics,45,13,50,15,250,80,7,22,5,29,31.67
2023-07-06,Oncology,20,5,50,11,250,80,5,15,4,20,30.33
2023-07-07,Emergency,74,74,50,21,250,174,12,37,6,49,65.0
2023-07-07,Cardiology,36,12,50,11,250,80,6,18,5,24,30.33
2023-07-07,Neurology,30,7,50,8,250,80,5,15,4,20,29.33
2023-07-07,Orthopedics,36,12,50,12,250,80,6,18,5,24,30.67
2023-07-07,Pediatrics,30,7,50,11,250,80,5,15,5,20,30.33
2023-07-07,Oncology,26,9,50,8,250,80,5,15,4,20,29.33
2023-07-08,Emergency,78,78,50,25,250,171,13,39,4,52,65.33
2023-07-08,Cardiology,43,14,50,14,250,80,7,21,5,28,31.33
2023-07-08,Neurology,34,11,50,10,250,80,5,17,5,22,30.0
2023-07-08,Orthopedics,40,14,50,16,250,101,6,20,5,26,39.0
2023-07-08,Pediatrics,51,13,50,19,250,96,8,25,5,33,38.33
2023-07-08,Oncology,23,6,50,9,250,80,5,15,5,20,29.67
2023-07-09,Emergency,72,72,50,20,250,165,12,36,6,48,61.67
2023-07-09,Cardiology,38,12,50,19,250,82,6,19,6,25,33.67
2023-07-09,Neurology,23,12,50,8,250,80,5,15,4,20,29.33
2023-07-09,Orthopedics,35,11,50,8,250,80,5,17,4,22,29.33
2023-07-09,Pediatrics,51,13,50,13,250,100,8,25,4,33,37.67
2023-07-09,Oncology,26,5,50,10,250,80,5,15,4,20,30.0
2023-07-10,Emergency,64,64,50,19,250,129,10,32,5,42,49.33
2023-07-10,Cardiology,34,13,50,11,250,80,5,17,6,22,30.33
2023-07-10,Neurology,28,8,50,9,250,80,5,15,6,20,29.67
2023-07-10,Orthopedics,30,8,50,16,250,80,5,15,5,20,32.0
2023-07-10,Pediatrics,41,12,50,11,250,93,6,20,4,26,34.67
2023-07-10,Oncology,18,4,50,8,250,80,5,15,6,20,29.33
2023-07-11,Emergency,71,71,50,25,250,141,11,35,4,46,55.33
2023-07-11,Cardiology,24,4,50,8,250,80,5,15,5,20,29.33
2023-07-11,Neurology,27,9,50,9,250,80,5,15,5,20,29.67
2023-07-11,Orthopedics,29,8,50,13,250,80,5,15,5,20,31.0
2023-07-11,Pediatrics,38,8,50,10,250,86,6,19,4,25,32.0
2023-07-11,Oncology,25,8,50,8,250,80,5,15,5,20,29.33
2023-07-12,Emergency,75,75,50,30,250,148,12,37,6,49,59.33
2023-07-12,Cardiology,30,9,50,8,250,80,5,15,6,20,29.33
2023-07-12,Neurology,33,9,50,8,250,80,5,16,5,21,29.33
2023-07-12,Orthopedics,27,8,50,8,250,80,5,15,4,20,29.33
2023-07-12,Pediatrics,33,9,50,10,250,83,5,16,5,21,31.0
2023-07-12,Oncology,28,9,50,14,250,80,5,15,4,20,31.33
2023-07-13,Emergency,69,69,50,27,250,147,11,34,6,45,58.0
2023-07-13,Cardiology,31,8,50,14,250,80,5,15,6,20,31.33
2023-07-13,Neurology,23,5,50,8,250,80,5,15,4,20,29.33
2023-07-13,Orthopedics,33,10,50,9,250,81,5,16,5,21,30.0
2023-07-13,Pediatrics,32,12,50,12,250,80,5,16,6,21,30.67
2023-07-13,Oncology,23,6,50,8,250,80,5,15,4,20,29.33
2023-07-14,Emergency,77,77,50,24,250,141,12,38,5,50,55.0
2023-07-14,Cardiology,26,5,50,12,250,80,5,15,5,20,30.67
2023-07-14,Neurology,24,7,50,8,250,80,5,15,5,20,29.33
2023-07-14,Orthopedics,27,6,50,8,250,80,5,15,5,20,29.33
2023-07-14,Pediatrics,40,10,50,10,250,80,6,20,5,26,30.0
2023-07-14,Oncology,15,4,50,8,250,80,5,15,5,20,29.33
2023-07-15,Emergency,73,73,50,29,250,150,12,36,5,48,59.67
2023-07-15,Cardiology,43,14,50,19,250,99,7,21,4,28,39.33
2023-07-15,Neurology,43,15,50,13,250,94,7,21,4,28,35.67
2023-07-15,Orthopedics,45,11,50,17,250,83,7,22,5,29,33.33
2023-07-15,Pediatrics,47,13,50,17,250,80,7,23,4,30,32.33
2023-07-15,Oncology,28,8,50,15,250,80,5,15,5,20,31.67
2023-07-16,Emergency,76,76,50,26,250,153,12,38,6,50,59.67
2023-07-16,Cardiology,40,10,50,19,250,80,6,20,5,26,33.0
2023-07-16,Neurology,27,6,50,8,250,80,5,15,4,20,29.33
2023-07-16,Orthopedics,37,13,50,14,250,80,6,18,4,24,31.33
2023-07-16,Pediatrics,41,14,50,18,250,85,6,20,5,26,34.33
2023-07-16,Oncology,22,8,50,13,250,80,5,15,6,20,31.0
2023-07-17,Emergency,65,65,50,22,250,125,10,32,4,42,49.0
2023-07-17,Cardiology,34,10,50,14,250,80,5,17,4,22,31.33
2023-07-17,Neurology,21,5,50,8,250,80,5,15,5,20,29.33
2023-07-17,Orthopedics,37,12,50,13,250,80,6,18,5,24,31.0
2023-07-17,Pediatrics,38,9,50,18,250,80,6,19,4,25,32.67
2023-07-17,Oncology,15,4,50,8,250,80,5,15,6,20,29.33
2023-07-18,Emergency,66,66,50,25,250,125,11,33,5,44,50.0
2023-07-18,Cardiology,36,11,50,11,250,80,6,18,5,24,30.33
2023-07-18,Neurology,29,6,50,8,250,80,5,15,4,20,29.33
2023-07-18,Orthopedics,23,9,50,8,250,80,5,15,4,20,29.33
2023-07-18,Pediatrics,34,9,50,9,250,80,5,17,4,22,29.67
2023-07-18,Oncology,23,5,50,14,250,80,5,15,5,20,31.33
2023-07-19,Emergency,60,60,50,26,250,124,10,30,6,40,50.0
2023-07-19,Cardiology,33,11,50,12,250,80,5,16,6,21,30.67
2023-07-19,Neurology,28,9,50,14,250,80,5,15,6,20,31.33
2023-07-19,Orthopedics,24,10,50,8,250,80,5,15,6,20,29.33
2023-07-19,Pediatrics,36,9,50,14,250,80,6,18,6,24,31.33
2023-07-19,Oncology,15,4,50,8,250,80,5,15,6,20,29.33
2023-07-20,Emergency,66,66,50,28,250,129,11,33,4,44,52.33
2023-07-20,Cardiology,37,11,50,12,250,80,6,18,5,24,30.67
2023-07-20,Neurology,21,10,50,8,250,80,5,15,6,20,29.33
2023-07-20,Orthopedics,33,10,50,8,250,80,5,16,5,21,29.33
2023-07-20,Pediatrics,33,12,50,11,250,80,5,16,4,21,30.33
2023-07-20,Oncology,19,4,50,8,250,80,5,15,6,20,29.33
2023-07-21,Emergency,71,71,50,25,250,146,11,35,6,46,57.0
2023-07-21,Cardiology,33,8,50,10,250,80,5,16,4,21,30.0
2023-07-21,Neurology,30,6,50,9,250,80,5,15,6,20,29.67
2023-07-21,Orthopedics,35,8,50,16,250,80,5,17,4,22,32.0
2023-07-21,Pediatrics,40,13,50,10,250,85,6,20,4,26,31.67
2023-07-21,Oncology,18,4,50,8,250,80,5,15,6,20,29.33
2023-07-22,Emergency,75,75,50,23,250,146,12,37,4,49,56.33
2023-07-22,Cardiology,37,11,50,8,250,87,6,18,4,24,31.67
2023-07-22,Neurology,32,7,50,8,250,80,5,16,4,21,29.33
2023-07-22,Orthopedics,37,12,50,15,250,80,6,18,6,24,31.67
2023-07-22,Pediatrics,43,12,50,16,250,99,7,21,6,28,38.33
2023-07-22,Oncology,32,10,50,12,250,88,5,16,5,21,33.33
2023-07-23,Emergency,81,81,50,33,250,154,13,40,6,53,62.33
2023-07-23,Cardiology,39,11,50,8,250,81,6,19,6,25,29.67
2023-07-23,Neurology,28,9,50,8,250,80,5,15,4,20,29.33
2023-07-23,Orthopedics,45,11,50,20,250,80,7,22,5,29,33.33
2023-07-23,Pediatrics,45,12,50,14,250,84,7,22,4,29,32.67
2023-07-23,Oncology,21,5,50,8,250,80,5,15,4,20,29.33
2023-07-24,Emergency,67,67,50,26,250,119,11,33,5,44,48.33
2023-07-24,Cardiology,34,10,50,9,250,80,5,17,5,22,29.67
2023-07-24,Neurology,22,5,50,9,250,80,5,15,5,20,29.67
2023-07-24,Orthopedics,26,5,50,8,250,80,5,15,5,20,29.33
2023-07-24,Pediatrics,37,13,50,14,250,80,6,18,6,24,31.33
2023-07-24,Oncology,14,2,50,8,250,80,5,15,6,20,29.33
2023-07-25,Emergency,69,69,50,30,250,130,11,34,4,45,53.33
2023-07-25,Cardiology,37,10,50,14,250,86,6,18,6,24,33.33
2023-07-25,Neurology,23,6,50,8,250,80,5,15,5,20,29.33
2023-07-25,Orthopedics,25,5,50,10,250,80,5,15,5,20,30.0
2023-07-25,Pediatrics,39,12,50,12,250,80,6,19,5,25,30.67
2023-07-25,Oncology,21,6,50,8,250,80,5,15,4,20,29.33
2023-07-26,Emergency,63,63,50,17,250,135,10,31,6,41,50.67
2023-07-26,Cardiology,28,9,50,13,250,80,5,15,4,20,31.0
2023-07-26,Neurology,21,3,50,8,250,80,5,15,6,20,29.33
2023-07-26,Orthopedics,25,6,50,8,250,80,5,15,6,20,29.33
2023-07-26,Pediatrics,35,7,50,15,250,80,5,17,5,22,31.67
2023-07-26,Oncology,13,7,50,8,250,80,5,15,5,20,29.33
2023-07-27,Emergency,64,64,50,19,250,118,10,32,4,42,45.67
2023-07-27,Cardiology,30,5,50,17,250,80,5,15,4,20,32.33
2023-07-27,Neurology,24,5,50,8,250,80,5,15,5,20,29.33
2023-07-27,Orthopedics,27,9,50,10,250,80,5,15,6,20,30.0
2023-07-27,Pediatrics,35,10,50,11,250,80,5,17,4,22,30.33
2023-07-27,Oncology,17,4,50,8,250,80,5,15,4,20,29.33
2023-07-28,Emergency,65,65,50,22,250,124,10,32,6,42,48.67
2023-07-28,Cardiology,33,13,50,9,250,80,5,16,4,21,29.67
2023-07-28,Neurology,15,6,50,8,250,80,5,15,5,20,29.33
2023-07-28,Orthopedics,25,5,50,8,250,80,5,15,4,20,29.33
2023-07-28,Pediatrics,31,9,50,9,250,80,5,15,6,20,29.67
2023-07-28,Oncology,10,5,50,8,250,80,5,15,6,20,29.33
2023-07-29,Emergency,69,69,50,25,250,163,11,34,5,45,62.67
2023-07-29,Cardiology,36,10,50,8,250,86,6,18,6,24,31.33
2023-07-29,Neurology,32,7,50,8,250,80,5,16,6,21,29.33
2023-07-29,Orthopedics,30,11,50,10,250,80,5,15,6,20,30.0
2023-07-29,Pediatrics,41,15,50,10,250,80,6,20,4,26,30.0
2023-07-29,Oncology,26,6,50,11,250,80,5,15,6,20,30.33
2023-07-30,Emergency,74,74,50,24,250,143,12,37,5,49,55.67
2023-07-30,Cardiology,33,12,50,16,250,80,5,16,5,21,32.0
2023-07-30,Neurology,32,11,50,17,250,80,5,16,5,21,32.33
2023-07-30,Orthopedics,34,11,50,10,250,85,5,17,6,22,31.67
2023-07-30,Pediatrics,49,13,50,16,250,90,8,24,5,32,35.33
2023-07-30,Oncology,24,9,50,8,250,80,5,15,5,20,29.33
2023-07-31,Emergency,58,58,50,17,250,109,9,29,5,38,42.0
2023-07-31,Cardiology,32,7,50,8,250,80,5,16,4,21,29.33
2023-07-31,Neurology,18,4,50,8,250,80,5,15,4,20,29.33
2023-07-31,Orthopedics,25,6,50,11,250,80,5,15,6,20,30.33
2023-07-31,Pediatrics,39,9,50,13,250,80,6,19,6,25,31.0
2023-07-31,Oncology,16,8,50,8,250,80,5,15,6,20,29.33
2023-08-01,Emergency,59,59,50,16,250,110,9,29,4,38,42.0
2023-08-01,Cardiology,28,7,50,8,250,80,5,15,5,20,29.33
2023-08-01,Neurology,25,4,50,8,250,80,5,15,4,20,29.33
2023-08-01,Orthopedics,28,5,50,12,250,80,5,15,5,20,30.67
2023-08-01,Pediatrics,35,12,50,11,250,80,5,17,4,22,30.33
2023-08-01,Oncology,24,5,50,8,250,80,5,15,4,20,29.33
2023-08-02,Emergency,64,64,50,24,250,135,10,32,4,42,53.0
2023-08-02,Cardiology,31,9,50,8,250,80,5,15,6,20,29.33
2023-08-02,Neurology,20,7,50,9,250,80,5,15,4,20,29.67
2023-08-02,Orthopedics,28,8,50,11,250,80,5,15,6,20,30.33
2023-08-02,Pediatrics,29,7,50,8,250,80,5,15,5,20,29.33
2023-08-02,Oncology,8,5,50,8,250,80,5,15,5,20,29.33
2023-08-03,Emergency,66,66,50,27,250,134,11,33,6,44,53.67
2023-08-03,Cardiology,29,9,50,9,250,80,5,15,4,20,29.67
2023-08-03,Neurology,22,5,50,8,250,80,5,15,4,20,29.33
2023-08-03,Orthopedics,18,3,50,8,250,80,5,15,4,20,29.33
2023-08-03,Pediatrics,39,9,50,15,250,106,6,19,5,25,40.33
2023-08-03,Oncology,17,6,50,8,250,80,5,15,6,20,29.33
2023-08-04,Emergency,64,64,50,23,250,138,10,32,5,42,53.67
2023-08-04,Cardiology,30,9,50,10,250,80,5,15,5,20,30.0
2023-08-04,Neurology,19,6,50,8,250,80,5,15,4,20,29.33
2023-08-04,Orthopedics,30,10,50,8,250,80,5,15,5,20,29.33
2023-08-04,Pediatrics,30,9,50,8,250,80,5,15,4,20,29.33
2023-08-04,Oncology,21,8,50,8,250,80,5,15,6,20,29.33
2023-08-05,Emergency,79,79,50,27,250,144,13,39,5,52,57.0
2023-08-05,Cardiology,38,14,50,14,250,80,6,19,4,25,31.33
2023-08-05,Neurology,36,7,50,10,250,80,6,18,5,24,30.0
2023-08-05,Orthopedics,37,9,50,15,250,80,6,18,5,24,31.67
2023-08-05,Pediatrics,44,12,50,13,250,88,7,22,6,29,33.67
2023-08-05,Oncology,24,5,50,8,250,80,5,15,6,20,29.33
2023-08-06,Emergency,70,70,50,24,250,137,11,35,5,46,53.67
2023-08-06,Cardiology,38,12,50,19,250,83,6,19,5,25,34.0
2023-08-06,Neurology,36,9,50,8,250,80,6,18,6,24,29.33
2023-08-06,Orthopedics,37,13,50,8,250,86,6,18,6,24,31.33
2023-08-06,Pediatrics,43,9,50,17,250,87,7,21,4,28,34.67
2023-08-06,Oncology,28,9,50,8,250,80,5,15,5,20,29.33
2023-08-07,Emergency,57,57,50,21,250,127,9,28,6,37,49.33
2023-08-07,Cardiology,26,6,50,8,250,80,5,15,4,20,29.33
2023-08-07,Neurology,20,7,50,10,250,80,5,15,4,20,30.0
2023-08-07,Orthopedics,31,12,50,15,250,80,5,15,6,20,31.67
2023-08-07,Pediatrics,31,7,50,8,250,80,5,15,5,20,29.33
2023-08-07,Oncology,21,5,50,8,250,80,5,15,6,20,29.33
2023-08-08,Emergency,61,61,50,23,250,125,10,30,5,40,49.33
2023-08-08,Cardiology,30,10,50,12,250,80,5,15,5,20,30.67
2023-08-08,Neurology,25,8,50,8,250,80,5,15,4,20,29.33
2023-08-08,Orthopedics,30,6,50,14,250,80,5,15,6,20,31.33
2023-08-08,Pediatrics,31,8,50,8,250,80,5,15,5,20,29.33
2023-08-08,Oncology,23,3,50,8,250,80,5,15,5,20,29.33
2023-08-09,Emergency,63,63,50,24,250,124,10,31,4,41,49.33
2023-08-09,Cardiology,27,3,50,8,250,80,5,15,4,20,29.33
2023-08-09,Neurology,26,10,50,10,250,80,5,15,5,20,30.0
2023-08-09,Orthopedics,31,12,50,14,250,80,5,15,4,20,31.33
2023-08-09,Pediatrics,28,8,50,9,250,80,5,15,4,20,29.67
2023-08-09,Oncology,15,4,50,8,250,80,5,15,6,20,29.33
2023-08-10,Emergency,60,60,50,17,250,133,10,30,4,40,50.0
2023-08-10,Cardiology,35,6,50,10,250,80,5,17,6,22,30.0
2023-08-10,Neurology,21,3,50,8,250,80,5,15,4,20,29.33
2023-08-10,Orthopedics,23,6,50,8,250,80,5,15,4,20,29.33
2023-08-10,Pediatrics,32,8,50,9,250,81,5,16,6,21,30.0
2023-08-10,Oncology,17,4,50,8,250,80,5,15,4,20,29.33
2023-08-11,Emergency,64,64,50,19,250,130,10,32,4,42,49.67
2023-08-11,Cardiology,29,5,50,8,250,80,5,15,6,20,29.33
2023-08-11,Neurology,20,6,50,8,250,80,5,15,6,20,29.33
2023-08-11,Orthopedics,20,8,50,10,250,80,5,15,4,20,30.0
2023-08-11,Pediatrics,32,10,50,10,250,80,5,16,6,21,30.0
2023-08-11,Oncology,19,8,50,8,250,80,5,15,6,20,29.33
2023-08-12,Emergency,72,72,50,25,250,145,12,36,4,48,56.67
2023-08-12,Cardiology,37,12,50,16,250,80,6,18,4,24,32.0
2023-08-12,Neurology,28,7,50,8,250,80,5,15,5,20,29.33
2023-08-12,Orthopedics,35,10,50,12,250,80,5,17,6,22,30.67
2023-08-12,Pediatrics,47,13,50,12,250,93,7,23,5,30,35.0
2023-08-12,Oncology,18,6,50,9,250,80,5,15,4,20,29.67
2023-08-13,Emergency,72,72,50,27,250,141,12,36,6,48,56.0
